Family Name,Group (Order),Age (in Mya),Youngest Age,Environment (terrestrial/aquatic),Source,Body length (m),Body mass (kg),source BM,"Diet (herbivore, omnivore,carnivore, small stuff eater)",Head presence,Head surface,Head projections,Head function,Body presence,Body projections,Body surface,Body function,Tail presence,Tail projections,Tail surface,Tail function,Notes,Habitat or water depth,Geographical Distribution
Congiopodidae,Scorpaeniformes,Extant,0,Marine,fishbase (Nelson 1994),0.114,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Southern Hemisphere
Congridae,Anguilliformes,Extant (upper Cretaceous),0,Marine,fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.635,NA,,planktivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Atlantic, Indian and Pacific Oceans"
Coryphaenidae,Perciformes,Extant,0,Marine,fishbase (Nelson 1994),0.244,NA,,carnivore (fish),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Atlantic, Indian and Pacific Ocean"
Cottidae,Scorpaeniformes,Extant (Oligocene),0,"Freshwater, brackish, marine",fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.083,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al); fishbase says no anal spines",,Northern Hemisphere and near New Zealand
Cranoglanididae,Siluriformes,Extant (Paleocene),0,Freshwater,fishbase (Berg LS 1958; Nelson JS 1994). Wiki,0.183,NA,,?,1,1,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., pectoral f.s. (Price et al); Nelson et al 2016 and fishbase say bony plates on head",,Asia
Crenuchidae,Characiformes,Extant,0,Freshwater,fishbase (Nelson JS 2006),0.056,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,Eastern Panama and South America
Cryptacanthodidae,Perciformes,Extant,0,Marine,fishbase (Mecklenburg 2003),0.12,NA,,"carnivore (crustaceans, inverts)",1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,cold-temperate north Pacific and northwest Atlantic
Ctenoluciidae,Characiformes,Extant,0,Freshwater,fishbase (Nelson 1994),0.293,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,the lowlands and lower elevation uplands to both sides of the Andean Cordilleras
Cynodontidae,Characiformes,Extant,0,Freshwater,fishbase (Nelson 1994),0.21,NA,,carnivore (fish),1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Rio Amazonas and R�_o Orinoco basins, and in the rivers of the Atlantic slopes of the Guianas"
Cynoglossidae,Pleuronectiformes,Extant (middle Eocene),0,"Freshwater, brackish, marine",fishbase (Berg LS 1958; Menon 1977); Wiki,0.111,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,tropical and subtropical areas
Cyprinidae,Cypriniformes,Extant (Eocene),0,"Freshwater, brackish, marine",fishbase (Cavender 1991; Menon 1977); Wiki,0.11,NA,,"omnivore (invert, vegetation)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Freshwaters of North America (northern Canada to southern Mexico), Africa, and Eurasia"
Cyprinodontidae,Cyprinodontiformes,Extant (Oligocene),0,"Freshwater, brackish, marine",fishbase (Berg LS 1958; Menon 1977); Wiki,0.034,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,,,"United States, Middle America, West Indies, parts of northern South America, northern Africa, and Mediterranean Anatolian region"
Dactylopteridae,Scorpaeniformes,Extant,0,Marine,fishbase (Nelson JS 1994),0.109,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.; big ass pectoral fins",benthic,tropical Indo-Pacific and Atlantic
Dactyloscopidae,Perciformes,Extant,0,"Freshwater, brackish, marine",fishbase (Nelson JS 1994); wiki,0.116,NA,,sneaky carnivores,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,North and South America. Warm temperate to tropical
Denticipitidae,Clupeoformes,Extant,0,Freshwater?,"wiki, Nelson et al 2016",0.027,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,denticles under the head (wiki),,southwest Nigeria
Derichthyidae,Anguilliformes,Extant,0,Marine,"wiki, Nelson et al 2016",0.228,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Atlantic, Indian, and Pacific Oceans"
Diodontidae,Tetradontiformes,Extant,0,Marine,fishbase (Nelson JS 1994),0.149,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Atlantic, Indian, and Pacific Oceans"
Diplomystidae,Siluriformes,Extant,0,Freshwater,fishbase (Nelson JS 1994); wiki,0.167,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"southern South America, Chile and Argentina"
Doradidae,Siluriformes,Extant,0,Freshwater,wiki,0.196,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., pectoral f.s.",,"South America (primarily Brazil, Peru and the Guianas)"
Draconettidae,Perciformes,Extant,0,Marine,fishbase (Nelson JS 1994),0.104,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., pectoral f.s.",,"Japan to Hawaii, Atlantic and Indian"
Echeneidae,Perciformes,Extant,0,Marine,wiki,0.117,NA,,poopivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.; remora",,"Atlantic, Indian and Pacific"
Elassomatidae,Perciformes,Extant (Eocene),0,Freshwater,fishbase (Nelson JS 2006; Berg LS 1958); wiki,0.029,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,North America
Eleotridae,Perciformes,Extant,0,"Freshwater, brackish, marine",fishbase (Nelson JS 1994); adw,0.101,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al); anal f.s not reported in Nelson et al 2016",,circumglobal
Elopidae,Elopiformes,Extant (Cretaceous),0,"Brackish, marine",fishbase (Nelson JS 1994); wiki,0.201,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,tropical and subtropical waters
Embiotocidae,Perciformes,Extant,0,"Freshwater, brackish, marine",fishbase (Nelson JS 1994),0.082,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",coastal,North Pacific
Emmelichthyidae,Perciformes,Extant,0,Marine,fishbase (Nelson 1994),0.139,NA,,planktivore?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"tropical to warm temperate in the Indo-Pacific, southern Pacific, eastern Atlantic, and Caribbean Sea (between 40��N and S"
Engraulidae,Clupeoformes,Extant (Tertiary),0,"Freshwater, brackish, marine","fishbase (Whitehead PJP, Nelson GJ, and Wongratana 1988; Berg 1958)",0.146,NA,,"planktivore, some carnivore",1,0,0,NA,1,0,0,NA,1,0,0,NA,anchovies!,,"Atlantic, Indian and Pacific Oceans"
Enoplosidae,Perciformes,Extant,0,Marine,fishbase (Nelson JS 1984); wiki; adw,0.099,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.; maybe venomous spines (wiki)",,southern half of Australia
Ephippidae,Perciformes,Extant (Lower Eocene),0,"Freshwater, brackish, marine",fishbase (Nelson JS 1994; Berg LS 1958),0.064,NA,,Omnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Atlantic, Indian, and Pacific"
Epigonidae,Perciformes,Extant,0,Marine,fishbase (Nelson 1994),0.095,NA,,?,1,0,1,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al); Nelson et al 2016 reports opercular spines on Sphyraenops and serranids. Does not report dorsal and anal spines.",,"Atlantic (incl. Mediterranean), Indian and Pacific Oceans"
Esocidae,Escoformes,Extant (Upper Cretaceous),0,"Freshwater, brackish, marine",fishbase (Crossman EJ 1996; Wilson et al. 1993),0.332,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Northern Hemishpere, colder parts of Eurasia and North America"
Euclichthyidae,Gadiformes,Extant,0,Marine,fishbase (Cohen et al. 1990),0.187,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al); spines not mentioned in Nelson et al 2016",Bentho-pelagic (250-800 m),New Zealand and around Australia
Eurypharyngidae,Saccopharyngiformes,Extant,0,Marine,fishbase (Nelson JS 1984),0.541,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,big fucking mouth,,"Atlantic, Indian and Pacific Oceans"
Evermannellidae,Aulopiformes,Extant,0,Marine,"fishbase (Nelson 1994), wiki",0.099,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,Mesopelagic,"Atlantic, Indian, and Pacific; tropical and subtropical"
Exocoetidae,Beloniformes,Extant (Miocene),0,Marine,fishbase (Nelson JS 1994; Berg LS 1958); wiki,0.139,NA,,planktivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.; flying fish",,"Atlantic, Indian, and Pacific Oceans"
Fistulariidae,Sygnathiformes,Extant,0,Marine,fishbase (Nelson JS 1984),0.384,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al); fishbase says dorsal and anal spines absent), sometimes has rows of tiny scutes; Nelson et al 2016 says no dorsal spines",,"Atlantic, Indian and Pacific Oceans; tropical and subtropical"
Fundulidae,Cyprinodontiformes,Extant,0,"Freshwater, Brackish, Marine",fishbase (Nelson JS 1994),0.052,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"lowlands of North and Middle America from southeastern Canada to Yucatan, including the Mississippi River drainage, Bermuda and Cuba"
Gadidae,Gadiformes,Extant (Oligocene),0,"Freshwater, brackish, marine",fishbase (Cohen et al 1990; Berg 1958),0.131,NA,,carnivore (fish and inverts),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Arctic, Atlantic, Pacific"
Galaxiidae,Osmeriformes,Extant,0,"Freshwater, brackish, marine",fishbase (Nelson 1994),0.163,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Australia, New Zealand, New Caledonia, southernmost Africa, and southern South America. Freshwater; diadromous"
Gasteropelecidae,Characiformes,Extant,0,Freshwater,fishbase (Nelson 1984),0.052,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,Panama and all countries of South America except Chile
Gasterosteidae,Gasterosteoformes,Extant,0,"Freshwater, Brackish, Marine",fishbase (Nelson JS 1994; Berg LS 1958); wiki,0.068,NA,,"carnivore (insects, crustraceans, and fish)",1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Northern Hemisphere
Gempylidae,Perciformes,Extant (Eocene; Oligocene),0,Marine,fishbase (Nakamura and Parin 1993; Berg 1958); wiki,0.537,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",found in very deep waters,tropical and subtropical seas
Gerreidae,Perciformes,Extant,0,"Freshwater, brackish, marine",fishbase (Nelson JS 1994); wiki,0.092,NA,,carnivore (benthic inverts),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,most tropical seas
Giganturidae,Aulopiformes,Extant,0,Marine,fishbase (Nelson 1984); wiki,0.107,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Atlantic, Indian, and Pacific Oceans"
Gnathanacanthidae,Scorpaeniformes,Extant,0,Marine,wiki,0.132,NA,,carnivore,1,0,1,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al); operculum w 2 spines (wiki; Nelson et al 2016); spines venomous (wiki)",,Western and South Australia
Gobiesocidae,Gobeisociformes,Extant,0,Marine,wiki; Nelson et al 2016,0.046,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Atlantic, Indian and Pacific"
Gobiidae,Perciformes,Extant,0,Marine (some freshwater),wiki,0.113,NA,,"carnivore (small invert; larger fish), planktivore",1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,tropical and subtropical areas
Gonorynchidae,Gonorhynchiformes,Extant,0,Marine,"Nelson et al 2016, iki",0.19,NA,,carnivore (inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,nocturnal,,Indo-Pacific
Gonostomatidae,Stomiiformes,Extant (Miocene),0,Marine,wiki,0.234,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Atlantic, Indian, and Pacific Oceans"
Goodeidae,Cyprinodontiformes,Extant,0,Freshwater,wiki,0.036,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Nevada and west central Mexico
Grammicolepididae,Zeiformes,Extant,0,Marine,fishbase (Nelson 1994),0.093,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,scattered parts of Pacific and Atlantic
Gymnarchidae,Osteoglossiformes,Extant,0,Freshwater,fishbase (Nelson 1984),0.407,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,tropical Africa and Nile
Gymnotidae,Gymnotiformes,Extant (upper Miocene),0,Freshwater,fishbase (Nelson JS 1994),0.263,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,Central and South America
Gyrinocheilidae,Cypriniformes,Extant,0,Freshwater,fishbase (Nelson JS 1994),0.182,NA,,planktivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,Southeast Asia
Haemulidae,Perciformes,Extant (Eocene),0,"Freshwater, brackish, marine",fishbase (Nelson JS 1994; Berg LS 1958); wiki,0.154,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Atlantic, Indian and Pacific"
Halosauridae,Notacanthiformes,Extant,0,Marine,"fishbase (Nelson JS 1994, Berg Ls 1984); wiki",0.577,NA,,carnivore (inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,can regenerate tails if lost!,Deep sea,Global
Harpagiferidae,Perciformes,Extant,0,Marine,"Nelson et al 2016, wiki",0.071,NA,,?,1,0,1,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al); Nelson et al 2016 says spine on opercle and sub opercle and does not report an anal f.s.",littoral,"north to subantarctic and south to, for example, southern part of South America and Kerquelen and Macquarie islands"
Helostomatidae,Perciformes,Extant,0,Freshwater,fishbase (Nelson 1994),0.088,NA,,herbivore (benthic algae),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Thailand to Malay Archipelago
Hemiodontidae,Characiformes,Extant,0,Freshwater,fishbase (Nelson 1984),0.174,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,South America
Hemiramphidae,Beloniformes,Extant (Eocene),0,"Freshwater, brackish, marine",fishbase (Nelson 1994; Berg 1958),0.085,NA,,omnivore (zooplankton and fish),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Atlantic, Indian and Pacific Oceans"
Hemitripteridae,Scorpaeniformes,Extant,0,Marine,fishbase (Mecklenburg CW 2003),0.141,NA,,carnivore (inverts),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,northwestern Atlantic and North Pacific
Hepsetidae,Characiformes,Extant,0,Freshwater,fishbase (Nelson 1984),0.157,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,tropical Africa
Heptapteridae,Siluriformes,Extant,0,Freshwater,fishbase (Bockmann and Guazzelli 2003),0.198,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., pectoral f.s.",,South America
Heteropneustidae,Siluriformes,Extant,0,Freshwater,fishbase (Nelson 1984),0.191,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,pectoral f.s.; fishbase says that pectoral spines have poison gland,,Pakistan to Thailand
Hexagrammidae,Scorpaeniformes,Extant,0,Marine,wiki,0.128,NA,,carnivore (scavenger),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Endemic to the North Pacific Ocean, primarily in subarctic and temperate waters, with one species (Hexagrammos stelleri) also occurring in the Arctic Ocean"
Hiodontidae,Osteoglossiformes,Extant,0,Freshwater,fishbase (Nelson 1984),0.178,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,North America
Holocentridae,Beryciformes,Extant,0,Marine,fishbase (Nelson 1994; Berg 1958),0.108,NA,,carnivore (inverts and fish),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Tropical Atlantic, Indian, Pacific"
Hoplichthyidae,Scorpaeniformes,Extant,0,Marine,fishbase (Nelson 1994),0.164,NA,,?,1,0,0,NA,1,1,1,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al); fishbase says anal fin without spines, Nelson et al 2016 says spiny scutes along side",,Indo-Pacific
Hypopomidae,Gymnotiformes,Extant,0,Freshwater,fishbase (Albert JS 2003),0.205,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,Panama and South America
Hypoptychidae,Gasterosteiformes,Extant,0,Marine,fishbase (Nelson 1984),0.061,NA,,,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.(Price et al); fishbase and Nelson et al 2016  says no spines.",,Japan and Korea to Sea of Okhotsk
Icosteidae,Perciformes,Extant,0,Marine,fishbase (Mecklenburg CW 2003),0.249,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al); Nelson et al 2016 and fishbase entry explicitly say that fin spines are absent--skeleton is largely cartilaginous",,North Pacific from Japan to California
Ictaluridae,Siruiformes,Extant,0,Freshwater,wiki,0.29,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., pectoral f.s.",,North America from southern Canada to Guatemala
Inermiidae,Perciformes,Extant,0,Marine,fishbase (Nelson JS 1984),0.085,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Tropical Western Atlantic
Ipnopidae,Aulopiformes,Extant,0,Marine,wiki,0.253,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Atlantic, Indian and Pacific Oceans"
Istiophoridae,Perciformes,Extant (Upper Cretaceous),0,Marine,fishbase (Nelson JS 1984; Berg LS 1958),0.166,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.; these are Marlins!",,most tropical and subtropical waters
Kuhliidae,Perciformes,Extant,0,"Freshwater, brackish, marine",fishbase (Nelson JS 1994),0.161,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Indo-Pacific
Kyphosidae,Kyphosidae,Extant,0,Marine,fishbase (Nelson JS 1994),0.119,NA,,herbivorous and carnivorous,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Atlantic, Indian and Pacific"
Labridae,Perciformes,Extant (Paleocene),0,Marine,fishbase (Nelson JS 1994; Berg 1958),0.091,NA,,carnivore (benthic invertebrates); planktivores,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Atlantic, Indian, and Pacific"
Labrisomidae,Perciformes,Extant (Miocene),0,Marine,wiki,0.09,NA,,carnivore (invertebrates),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Atlantic and Pacific
Lacantuniidae,Siluriformes,Extant,0,Freshwater,wiki,0.292,NA,,"carnivore, omnivore",1,0,0,NA,1,1,0,NA,1,0,0,NA,pectoral f.s.,Inhabits deep river channels and pools with rocks and strong eddy currents,"North America, Mexico"
Latidae,Perciformes,Extant,0,"Freshwater, Marine",wiki,0.148,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Africa, Indian and Pacific Ocean"
Latridae,Perciformes,Extant,0,Marine,fishbase (Nelson 1994),0.139,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"coastal southern Australia, New Zealand, Chile, and southern Atlantic"
Lebiasinidae,Characiformes,Extant,0,Freshwater,wiki,0.073,NA,,carnivore (insect larvae),1,0,0,NA,1,0,0,NA,1,0,0,NA,,,Central America in Costa Rica and Panama and in all countries of South America except Chile
Leiognathidae,Perciformes,Extant,0,"Freshwater, brackish, marine",fishbase (Nelson 1994; Danil'chenko PG 1960),0.08,NA,,carnivore (benthic invertebrates),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Indo-West Pacific; one species in the Mediterranean
Lepidogalaxiidae,Osmeriformes,Extant,0,Freshwater,fishbase (Berra TM and Allen GR 1991); wiki,0.03,NA,,carnivore (insect larvae),1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"found only in the southwest corner of Western Australia in pools and streams on heathland peat flats between the Blackwood and Kent Rivers, a distance of about 180 km centered on the village of Northcliffe"
Leptobramidae,Perciformes,Extant,0,"Freshwater, brackish, marine",fishbase (Nelson JS 1984),0.224,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",Coastal marine and brackish water; occasionally entering rivers,"southern New Guinea, Queensland, and Western Australia"
Lethrinidae,Perciformes,Extant (Eocene),0,"Brackish, marine",fishbase (Carpenter KE and Allen GR 1989; Berg 1958),0.12,NA,,carnivore (inverts and fish),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Tropical waters of the Indo-Pacific (only Lethrinus atlanticus occurs in the Atlantic, off West Africa)"
Liparidae,Scorpaeniformes,Extant,0,Marine,wiki,0.09,NA,,"carnivore (inverts, some fish)",1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Arctic to Antarctic, Atlantic, and Pacific"
Lobotidae,Perciformes,Extant,0,Marine,fishbase (Nelson JS 1994); wiki for Atlantic tripletail,0.182,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,most tropical seas
Lophiidae,Lophiiformes,Extant (mid Eocene),0,Marine,fishbase (Nelson 1994; Berg 1958),0.137,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.; angler fish",,"Arctic, Atlantic (including the Mediterranean Sea), Indian and Pacific"
Loricariidae,Siluriformes,Extant (Tertiary; Upper Miocene),0,Freshwater,fishbase (Nelson 2006; Berg 1958); wiki,0.173,NA,,"herbivore, detritivore",1,0,0,NA,1,1,1,NA,1,0,0,NA,"dorsal f.s., pectoral f.s. (Price et al); bony plates covering body",,"Costa Rica, Panama and South America"
Lotidae,Gadiformes,Extant,0,"Freshwater, marine",Nelson et al 2016,0.104,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Arctic, Atlantic and Pacific"
Lutjanidae,Perciformes,Extant (Eocene),0,"Freshwater, brackish, marine",fishbase (Nelson 1984; Berg 1958),0.073,NA,,"carnivore, planktivore",1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Tropical and subtropical: Atlantic, Indian and Pacific Oceans"
Luvaridae,Perciformes,Extant,0,Marine,fishbase (Nelson 1984),0.219,NA,,"carnivore (inverts, planktonic animals)",1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",oceanic,tropical and subtropical waters
Macrouridae,Gadiformes,Extant (Upper Eocene),0,Marine,fishbase (Nelson JS 1994; Berg LS 1958),0.204,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.; fishbase report that true spines are lacking; Nelson et al 2016 say spike-like first ray and spinous second ray. ",deep water,Arctic to Antarctic
Malacanthidae,Perciformes,Extant (Miocene),0,"Brackish, marine","fishbase (Nelson JS 1984, Arambourg C 1927); wiki",0.202,NA,,carnivore (invert and zooplankton),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Atlantic, Indian, and Pacific"
Malapteruridae,Siluriformes,Extant,0,Freshwater,fishbase (Nelson JS 1984); wiki; adw,0.178,NA,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,"electrogenic organ present, no dorsal fin (Nelson et al 2016",,tropical Africa and Nile
Mastacembelidae,Synbranchiformes,Extant,0,Freshwater,fishbase (Nelson JS 1994); wiki for Synbrachiformes,0.141,NA,,carnivore (inverts and fish),1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"tropical; subtropical, Africa, through Syria to Malay Archipelago and China"
Megalopidae,Elopiformes,Extant,0,"Freshwater, brackish, marine",fishbase (Nelson JS 1984),0.195,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,, tropical and subtropical waters
