"","Agulhas","Amsterdam-St_Paul","Andaman","Arctic","Bay_of_Bengal","Benguela","Black_Sea","Central_Indian_Ocean_Islands","Central_Polynesia","Cold_Temperate_Northeast_Pacific","Cold_Temperate_Northwest_Atlantic","Cold_Temperate_Northwest_Pacific","Continental_High_Antarctic","East_Central_Australian_Shelf","Easter_Island","Eastern_Coral_Triangle","Galapagos","Gulf_of_Guinea","Hawaii","Java_Transitional","Juan_Fernandez_and_Desventuradas","Lord_Howe_and_Norfolk_Islands","Lusitanian","Magellanic","Marquesas","Marshall__Gilbert_and_Ellis_Islands","Mediterranean_Sea","North_Brazil_Shelf","Northeast_Australian_Shelf","Northern_European_Seas","Northern_New_Zealand","Northwest_Australian_Shelf","Red_Sea_and_Gulf_of_Aden","Sahul_Shelf","Scotia_Sea","Somali_Arabian","South_China_Sea","South_Kuroshio","Southeast_Australian_Shelf","Southeast_Polynesia","Southern_New_Zealand","Southwest_Australian_Shelf","St__Helena_and_Ascension_Islands","Subantarctic_Islands","Subantarctic_New_Zealand","Sunda_Shelf","Tristan_Gough","Tropical_East_Pacific","Tropical_Northwestern_Atlantic","Tropical_Northwestern_Pacific","Tropical_Southwestern_Atlantic","Tropical_Southwestern_Pacific","Warm_Temperate_Northeast_Pacific","Warm_Temperate_Northwest_Atlantic","Warm_Temperate_Northwest_Pacific","Warm_Temperate_Southeastern_Pacific","Warm_Temperate_Southwestern_Atlantic","West_African_Transition","West_and_South_Indian_Shelf","West_Central_Australian_Shelf","Western_Coral_Triangle","Western_Indian_Ocean"
"Polyipnus_tridentifer",0,0,38,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,18,11,12,0,0,16,0,12,0,2,0,0,0,0,0,0,0,0,26,0,0,0,7,8,23,0
"Polyipnus_triphanos",0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,81,0,0,2,0,0,11,0,0,0,20,0,0,7,0,27,0,0,8,0,0,51,17,1,0,39,0,0,1,24,10,0,0,0,18,0,77,0,0,32,0,0,0,0,0,161,0
"Polyipnus_unispinus",0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,77,0,0,2,0,0,0,0,0,0,39,0,0,18,0,0,0,0,21,0,0,26,15,0,0,0,0,0,0,0,1,0,0,0,34,0,50,0,0,34,0,0,0,0,0,132,0
"Polylepion_cruentum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"Polylepion_russelli",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0
"Polymetme_andriashevi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polymetme_corythaeola",17,3,25,0,3,18,0,28,1,0,11,32,0,13,0,63,10,47,5,17,3,9,50,8,0,19,1,23,13,23,21,20,15,18,0,29,49,15,17,0,40,17,2,0,0,12,8,13,150,8,25,86,0,23,33,32,24,10,30,9,187,115
"Polymetme_elongata",0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,42,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,17,0,0,32,10,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,36,0,0,0,0,0,156,0
"Polymetme_illustris",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,14,0,0,16,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,0
"Polymetme_surugaensis",0,0,8,0,2,0,0,0,1,0,0,19,0,13,0,66,0,0,2,11,0,8,0,0,0,16,0,0,13,0,13,21,0,22,0,0,24,13,17,0,18,18,0,0,0,5,0,0,0,12,0,57,0,0,36,0,0,0,8,9,171,0
"Polymetme_thaeocoryla",8,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,37,0,0,0,0,63,0,0,0,0,20,0,33,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,164,0,34,0,0,27,0,0,16,7,0,0,0,0
"Polymixia_berndti",3,0,0,0,0,0,0,26,16,0,0,1,0,12,0,64,8,0,27,5,0,1,0,0,4,33,0,0,22,0,0,27,2,60,0,3,21,15,0,1,0,1,0,0,0,0,0,13,1,24,0,89,16,0,34,1,0,0,16,11,124,112
"Polymixia_busakhini",3,3,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,38,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
"Polymixia_fusca",0,0,24,0,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,4
"Polymixia_japonica",0,0,0,0,0,0,0,0,6,0,0,28,0,0,0,0,0,0,113,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,77,44,0,0,0,0,0,0,0,10,0,0,0,186,0,0,0,0,48,0,0,0,0,0,71,0
"Polymixia_longispina",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"Polymixia_lowei",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,161,0,0,0,0,27,0,0,0,0,0,0,0,0
"Polymixia_nobilis",13,0,0,0,0,0,0,27,0,0,1,0,0,0,0,0,0,41,0,0,0,0,39,0,0,0,3,17,0,0,0,0,14,0,0,30,0,0,0,0,0,0,4,0,0,0,0,1,151,0,35,0,0,23,0,0,15,9,20,0,0,111
"Polynemus_paradiseus",0,0,6,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Polypera_greeni",0,0,0,10,0,0,0,0,0,60,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polypera_simushirae",0,0,0,1,0,0,0,0,0,2,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"Polyprion_americanus",16,0,0,2,0,21,0,0,0,0,41,0,0,0,0,0,0,35,0,0,0,0,57,50,0,0,166,23,0,91,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,49,0,22,0,0,11,0,0,41,10,0,0,0,10
"Polyprion_oxygeneios",15,3,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,27,0,45,24,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0
"Polysteganus_baissaci",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"Polysteganus_coeruleopunctatus",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
"Polysteganus_praeorbitalis",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"Pomacanthus_annularis",0,0,65,0,43,0,0,30,0,0,0,0,0,0,0,98,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,1,0,31,0,0,97,20,0,0,0,0,0,0,0,115,0,0,0,1,0,0,0,0,13,0,0,0,47,0,236,0
"Pomacanthus_arcuatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,232,0,41,0,0,47,0,0,2,0,0,0,0,0
"Pomacanthus_asfur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"Pomacanthus_chrysurus",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
"Pomacanthus_imperator",0,0,66,0,43,0,0,38,106,0,0,2,0,14,0,111,0,0,8,30,0,8,0,0,1,96,0,0,25,0,0,30,68,89,0,71,36,28,0,126,0,0,0,0,0,123,0,0,0,103,0,129,0,0,38,0,0,0,50,8,238,170
"Pomacanthus_maculosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"Pomacanthus_navarchus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98,0,0,0,15,0,0,0,0,0,0,0,0,25,0,0,10,0,9,0,0,26,5,0,0,0,0,0,0,0,24,0,0,0,28,0,25,0,0,0,0,0,0,0,0,230,0
"Pomacanthus_paru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,232,0,46,0,0,43,0,0,20,0,0,0,0,0
"Pomacanthus_rhomboides",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Pomacanthus_semicirculatus",14,0,65,0,43,0,0,30,6,0,0,2,0,15,0,107,0,0,0,30,0,8,0,0,0,7,0,0,25,0,0,28,36,85,0,35,97,21,0,0,0,0,0,0,0,115,0,0,0,25,0,123,0,0,40,0,0,0,45,12,237,169
"Pomacanthus_sexstriatus",0,0,36,0,2,0,0,0,0,0,0,0,0,1,0,103,0,0,0,22,0,0,0,0,0,0,0,0,25,0,0,30,0,42,0,0,46,21,0,0,0,0,0,0,0,121,0,0,0,22,0,75,0,0,18,0,0,0,0,7,239,0
"Pomacanthus_xanthometopon",0,0,66,0,34,0,0,21,0,0,0,0,0,0,0,101,0,0,0,22,0,0,0,0,0,0,0,0,16,0,0,9,0,8,0,0,37,21,0,0,0,0,0,0,0,111,0,0,0,27,0,53,0,0,16,0,0,0,29,0,236,0
"Pomacanthus_zonipectus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,0,0,0,38,0,0,0,0,0,0,0,0,0
"Pomacentrus_adelus",0,0,37,0,0,0,0,0,4,0,0,0,0,0,0,81,0,0,0,15,0,0,0,0,0,40,0,0,24,0,0,24,0,56,0,0,40,2,0,0,0,0,0,0,0,67,0,0,0,30,0,63,0,0,0,0,0,0,0,0,194,0
"Pomacentrus_agassizii",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"Pomacentrus_albicaudatus",3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,90
"Pomacentrus_albimaculus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,117,0
"Pomacentrus_alexanderae",0,0,19,0,2,0,0,0,1,0,0,0,0,0,0,76,0,0,0,16,0,0,0,0,0,24,0,0,23,0,0,26,0,74,0,0,48,12,0,0,0,0,0,0,0,65,0,0,0,19,0,43,0,0,9,0,0,0,10,0,195,0
"Pomacentrus_alleni",0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pomacentrus_amboinensis",0,0,17,0,2,0,0,0,12,0,0,0,0,1,0,78,4,0,13,15,0,0,0,0,4,43,0,0,24,0,0,26,0,66,0,0,45,13,0,3,0,0,0,0,0,49,0,24,1,31,0,66,9,0,7,0,0,0,10,0,196,0
"Pomacentrus_aquilus",0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,88
"Pomacentrus_arabicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6
"Pomacentrus_armillatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0,0,0,22,0,0,0,25,0,3,0,0,0,0,0,0,0,0,162,0
"Pomacentrus_aurifrons",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,23,0,0,13,0,0,0,0,23,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,32,0,0,1,0,0,0,0,0,78,0
"Pomacentrus_auriventris",0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,11,0,0,0,0,0,19,0,0,0,0,0,7,0,29,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,27,0,4,0,0,0,0,0,0,8,0,182,0
"Pomacentrus_australis",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0
"Pomacentrus_azuremaculatus",0,0,15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Pomacentrus_baenschi",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"Pomacentrus_bankanensis",0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,79,0,0,0,13,0,0,0,0,0,41,0,0,24,0,0,24,0,50,0,0,31,13,0,0,0,0,0,0,0,15,0,0,0,31,0,63,0,0,4,0,0,0,0,0,183,0
"Pomacentrus_bintanensis",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0
"Pomacentrus_bipunctatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,0,24,0
"Pomacentrus_brachialis",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,77,0,0,0,1,0,0,0,0,0,30,0,0,26,0,0,0,0,53,0,0,46,13,0,0,0,0,0,0,0,38,0,0,0,32,0,51,0,0,7,0,0,0,0,0,171,0
"Pomacentrus_burroughi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,3,0,0,0,0,0,18,0,0,3,0,0,0,0,17,0,0,22,0,0,0,0,0,0,0,0,33,0,0,0,19,0,3,0,0,0,0,0,0,0,0,163,0
"Pomacentrus_caeruleopunctatus",0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
"Pomacentrus_caeruleus",1,0,0,0,0,0,0,25,1,0,0,0,0,3,0,77,0,0,0,0,0,0,0,0,0,31,0,0,26,0,0,0,1,47,0,7,23,13,0,0,0,0,0,0,0,0,0,0,0,27,0,65,0,0,8,0,0,0,16,0,127,104
"Pomacentrus_callainus",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
"Pomacentrus_cheraphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0
"Pomacentrus_chrysurus",0,0,35,0,1,0,0,25,1,0,0,0,0,0,0,76,0,0,0,15,0,0,0,0,0,28,0,0,24,0,0,23,1,53,0,1,44,13,0,0,0,0,0,0,0,60,0,0,0,20,0,56,0,0,5,0,0,0,13,0,189,73
"Pomacentrus_coelestis",0,0,8,0,0,0,0,0,11,0,0,0,0,4,0,75,0,0,16,12,0,0,0,0,0,40,0,0,26,0,0,23,0,39,0,0,31,13,0,0,0,0,0,0,0,17,0,0,0,28,0,67,0,0,9,0,0,0,9,3,176,0
"Pomacentrus_colini",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,75,0
"Pomacentrus_cuneatus",0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,52,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,14,0,0,11,0,0,0,0,0,0,0,0,76,0,0,0,9,0,1,0,0,0,0,0,0,0,0,165,0
"Pomacentrus_emarginatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,2,0,0,0,0,0,21,0,0,2,0,0,0,0,15,0,0,23,2,0,0,0,0,0,0,0,36,0,0,0,26,0,1,0,0,0,0,0,0,0,0,168,0
"Pomacentrus_fakfakensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0
"Pomacentrus_geminospilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,142,0
"Pomacentrus_grammorhynchus",0,0,8,0,1,0,0,0,3,0,0,0,0,0,0,78,0,0,0,13,0,0,0,0,0,41,0,0,26,0,0,24,0,45,0,0,19,0,0,0,0,0,0,0,0,7,0,0,0,29,0,63,0,0,0,0,0,0,8,0,175,0
"Pomacentrus_imitator",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,22,0,0,5,0,0,0,0,0,5,11,0,0,22,0,0,0,0,3,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,3,0,63,0,0,0,0,0,0,0,0,0,0
"Pomacentrus_indicus",0,0,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18,31
"Pomacentrus_javanicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106,0
"Pomacentrus_lepidogenys",0,0,8,0,0,0,0,0,5,0,0,0,0,2,0,77,0,0,3,12,0,0,0,0,0,41,0,0,26,0,0,23,0,40,0,0,31,13,0,0,0,0,0,0,0,11,0,0,0,32,0,68,0,0,7,0,0,0,0,0,176,0
"Pomacentrus_leptus",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,4
"Pomacentrus_limosus",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,21,0,15,0,0,0,0,3,0,1,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10,0,0
"Pomacentrus_littoralis",0,0,32,0,3,0,0,0,1,0,0,0,0,0,0,68,0,0,0,15,0,0,0,0,0,19,0,0,11,0,0,20,0,56,0,0,20,4,0,0,0,0,0,0,0,67,0,0,0,8,0,19,0,0,0,0,0,0,10,0,189,0
"Pomacentrus_melanochir",1,0,8,0,0,0,0,24,3,0,0,0,0,4,0,76,0,0,1,11,0,0,0,0,0,40,0,0,26,0,0,22,0,34,0,0,27,13,0,0,0,0,0,0,0,9,0,0,0,31,0,67,0,0,7,0,0,0,8,3,170,82
"Pomacentrus_microspilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"Pomacentrus_milleri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0
"Pomacentrus_moluccensis",0,0,19,0,0,0,0,0,5,0,0,0,0,4,0,80,0,0,3,14,0,0,0,0,0,41,0,0,26,0,0,24,0,52,0,0,40,13,0,0,0,0,0,0,0,41,0,0,0,32,0,67,0,0,9,0,0,0,0,3,192,0
"Pomacentrus_nagasakiensis",0,0,11,0,0,0,0,19,3,0,0,0,0,2,0,77,0,0,0,13,0,0,0,0,0,36,0,0,26,0,0,26,0,56,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0,29,0,68,0,0,0,0,0,0,9,1,160,90
"Pomacentrus_nigromanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,10,0,0,0,0,0,19,0,0,11,0,0,20,0,65,0,0,32,2,0,0,0,0,0,0,0,40,0,0,0,28,0,17,0,0,0,0,0,0,0,0,188,0
"Pomacentrus_nigromarginatus",0,0,13,0,2,0,0,0,1,0,0,0,0,4,0,77,0,0,1,13,0,0,0,0,0,38,0,0,24,0,0,25,0,59,0,0,43,12,0,0,0,0,0,0,0,27,0,0,0,25,0,63,0,0,11,0,0,0,9,3,183,0
"Pomacentrus_opisthostigma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,142,0
"Pomacentrus_pavo",2,0,16,0,2,0,0,25,15,0,0,0,0,4,0,80,6,0,0,14,0,0,0,0,5,42,0,0,26,0,0,24,2,54,0,1,20,0,0,14,0,0,0,0,0,33,0,16,2,29,0,68,0,0,0,0,0,0,11,2,187,98
"Pomacentrus_philippinus",0,0,15,0,2,0,0,25,13,0,0,0,0,0,0,79,6,0,12,14,0,0,0,0,4,41,0,0,24,0,0,23,0,50,0,1,37,13,0,2,0,0,0,0,0,29,0,21,1,32,0,64,9,0,6,0,0,0,12,0,191,81
"Pomacentrus_pikei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"Pomacentrus_polyspinus",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pomacentrus_reidi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,10,0,0,0,0,0,15,0,0,20,0,0,24,0,59,0,0,29,2,0,0,0,0,0,0,0,16,0,0,0,19,0,31,0,0,0,0,0,0,0,0,178,0
"Pomacentrus_similis",0,0,39,0,14,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,23,0
"Pomacentrus_simsiang",0,0,29,0,3,0,0,0,1,0,0,0,0,0,0,77,0,0,0,15,0,0,0,0,0,24,0,0,14,0,0,21,0,54,0,0,31,6,0,0,0,0,0,0,0,59,0,0,0,14,0,29,0,0,1,0,0,0,11,0,191,0
"Pomacentrus_smithi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0
"Pomacentrus_spilotoceps",0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,66,3,0,6,0,0,0,0,0,4,36,0,0,23,0,0,0,0,12,0,0,19,13,0,1,0,0,0,0,0,2,0,4,0,21,0,65,0,0,4,0,0,0,0,0,104,0
